dd0 Cell Density,dd0-dd1 Cell Density Gradient,dd1 Cell Density,dd1-dd2 Cell Density Gradient,dd2 Cell Density,dd2-dd3 Cell Density Gradient,dd3 Cell Density ,dd3-dd5 Cell Density Gradient,dd5 Cell Density,dd5-dd7 Cell Density Gradient,dd7 Cell Density,dd0 Aggregate Size,dd0-dd1 Aggregate Size Gradient,dd1 Aggregate Size ,dd1-dd2 Aggregate Size Gradient,dd2 Aggregate Size ,dd2-dd3 Aggregate Size Gradient,dd3 Aggregate Size ,dd3-dd5 Aggregate Size Gradient,dd5 Aggregate Size ,dd7 Aggregate Size ,dd5-dd7 Aggregate Size Gradient,Preculture Time [h],Start Preculture Perfusion [h after inoc] d1-d2,Presence of  IWP2 [h],Average DO concentration d0,Average DO concentration d1,Average DO concentration dd0,Average DO concentration dd1,Average DO concentration dd2,Average DO concentration dd3,Average DO concentration dd4,Average DO concentration dd5,Average DO concentration dd6,Average DO concentration dd7,Average DO concentration gradient d0,Average DO concentration gradient d1,Average DO concentration gradient dd0,Average DO concentration gradient dd1,Average DO concentration gradient dd2,Average DO concentration gradient dd3,Average DO concentration gradient dd4,Average DO concentration gradient dd5,Average DO concentration gradient dd6,Average DO concentration gradient dd7,DO concentration/cell count dd0,DO concentration/cell count dd1,DO concentration/cell count dd2,DO concentration/cell count dd3,DO concentration/cell count dd5,DO concentration/cell count dd7,DO gradient/cell count dd0,DO gradient/cell count dd1,DO gradient/cell count dd2,DO gradient/cell count dd3,DO gradient/cell count dd5,DO gradient/cell count dd7,dd0 Average of 2nd derivative DO,dd1 Average of 2nd derivative DO,dd2 Average of 2nd derivative DO,dd3 Average of 2nd derivative DO,dd5 Average of 2nd derivative DO,dd7 Average of 2nd derivative DO,dd0 DO 2nd derivative/cell count,dd1 DO 2nd derivative/cell count,dd2 DO 2nd derivative/cell count,dd3 DO 2nd derivative/cell count,dd5 DO 2nd derivative/cell count,dd7 DO 2nd derivative/cell count,Overall Average pH,Overall density gradient,Overall aggregate size gradient,d0 Average pH,d0 Average pH Gradient,d1 Average pH,d1 Average pH Gradient,dd0 Average pH,dd0 Average pH Gradient,dd1 Average pH,dd1 Average pH Gradient,dd2 Average pH,dd2 Average pH Gradient,dd3 Average pH,dd3 Average pH Gradient,dd4 Average pH,dd4 Average pH Gradient,dd5 Average pH,dd5 Average pH Gradient,dd6 Average pH,dd6 Average pH Gradient,dd7 Average pH,dd7 Average pH Gradient,dd0 Lactate Concentration,dd1 Lactate Concentration,dd3 Lactate Concentration,dd5 Lactate Concentration,dd7 Lactate Concentration,dd0 Glucose Concentration,dd1 Glucose Concentration,dd3 Glucose Concentration,dd5 Glucose Concentration,dd7 Glucose Concentration
0.3,0.966666667,0.59,1,1.18,0.186440678,1.4,-0.314285714,0.96,0.09375,1.05,78.87185932,0.009369586,79.610856,0.520773942,121.0701153,0.279876714,154.9548214,-0.221214149,120.6766225,144.106292,0.194152513,48,25,48,155.986425,146.9138974,144.9872952,142.9989825,117.9881509,126.3412796,197.6848248,237.4933207,237.2542704,214.2562548,238.5584363,-7.198628965,0.369117511,-0.293783739,-6.255448231,8.499586902,3.424115488,0.70143126,-2.683958905,-2.975707,325.8141466,161.5807711,91.46368285,90.24377114,236.3117618,204.053576,0.829477552,-0.331959027,-4.849184675,7.203039747,0.697941552,-2.834006666,-737.4308876,-44.954352,-574.7570797,-88.65942379,337.1162292,281.5936673,-2458.102959,-76.19381695,-487.082271,-63.32815985,351.1627387,268.1844451,7.095991367,2.5,0.827093887,7.099338889,-0.021849422,7.072188366,-0.037020954,7.156374656,0.004290091,7.157344444,-0.012495851,6.85466759,0.004604851,7.195347222,-0.0031639,7.025058333,-0.006540975,7.123958449,0.015294155,7.054141274,0.01552883,7.221494444,-0.004207469,12.73,11.2,16.275,13.55,11,9.86,0.85,1.67,3.595,3.56
1,0,1,0.86,1.86,0.23655914,2.3,-0.052173913,2.18,0.123853211,2.45,139,0.142517168,158.8098863,-0.00696626,157.7035753,0.333450983,210.2899876,0.156601054,243.2216214,203.951952,-0.161456326,48,25,48,103.7097561,85.80307407,79.29802667,73.9037619,58.3661037,41.50252727,43.68248927,63.1669,50.50492683,18.85001742,148.4787746,-5.868903174,-0.662912033,-1.331752223,-2.142165514,-1.529587703,-9.249835049,-2.447668411,-13.81049428,-0.025829803,79.29802667,51.68095238,28.06062678,18.04457708,27.28591793,7.693884662,-0.662912033,-0.931295261,-1.029887266,-0.682851653,-1.057308169,-0.010542777,-241.5651276,14.78623654,-126.6218502,-3.687991263,-26.77297729,-0.291111543,-241.5651276,14.78623654,-68.07626357,-1.603474462,-12.28118225,-0.118821038,6.863839721,1.45,0.46728023,7.057941504,-0.021993557,6.785907303,-0.007456292,7.006848315,-0.023925766,6.898142061,-0.021454979,6.711796089,0.001464568,6.872617978,-0.016680848,6.671891667,-0.002165802,6.918122905,-0.012274102,6.763193277,-0.005305049,6.951936111,-0.009515456,14.905,13.945,14.895,18.42,15.06,8.8,1.286666667,0,0.695,8.33
0.32,2.625,1.16,0.379310345,1.6,-0.01875,1.57,0.003184713,1.575,-0.00952381,1.56,115,0.356521739,156,0.057306008,164.9397372,-0.023862339,161.0038893,0.167084212,187.9050973,208.57972,0.110026939,48,25,48,98.66583333,87.33636,84.54456,85.34440952,82.61908889,76.56647273,75.12983556,69.11152,70.79678598,53.99796842,142.8023382,-3.964001245,0.047017427,0.091524007,-0.64928308,-0.505295737,-22.65311807,-1.041181189,-4.697427486,-0.4264418,114.2494054,61.84377502,52.12560813,48.76845397,44.09028389,34.61408232,0.063537064,0.066321744,-0.409642322,-0.321332742,-0.664230424,-0.273360128,-479.0196631,13.07844627,-153.0180334,3.338657331,-6.042446036,-2.11247217,-1496.936447,11.27452265,-95.63627089,2.126533332,-3.836473674,-1.354148827,7.008908343,3.875,0.813736696,7.221889197,-0.008580221,7.072204986,-0.023520419,6.925561111,-0.016310108,6.982119777,-0.023096834,6.907534819,-8.40856E-05,7.116938889,-0.019827109,6.839022222,-0.010157676,7.087538889,-0.013539419,6.820373259,-0.004007675,7.115900277,-0.012877438,11.865,19.59,18.73,18.805,16.9,11.95,2.63,0,1.04,0.8
0.43,2.046511628,1.31,0.026717557,1.345,0.055762082,1.42,-0.121478873,1.2475,-0.230460922,0.96,113.817,0.180526635,134.364,0.317257599,176.992,0.022707241,181.011,0.006806216,182.243,202.287,0.10998502,48,25,48,112.1051591,87.44860784,82.35801333,82.82837143,78.90079259,69.21490909,61.81000498,67.52586087,66.88067164,44.9005193,145.1127564,-12.36189285,-0.044744398,0.043374037,-0.917533426,-0.909815541,-4.525179028,-1.955399332,-7.210884836,-0.386804106,94.66438314,62.39425343,57.07109772,48.74289373,61.17858289,46.77137427,-0.051430343,0.032673474,-0.663676981,-0.682148485,-1.771596224,-0.402920943,-408.0685917,-548.7229218,-481.6074029,-4.336764381,3.257885312,20.84094667,-948.996725,-418.8724594,-358.0724185,-3.054059423,2.611531312,21.70931945,7.103176205,1.23255814,0.777300403,7.217491667,-0.014078526,6.999716667,-0.006914246,7.129933148,-0.03078555,6.925674157,-0.007467648,6.896772222,0.001290629,7.191038997,-0.013492008,7.046769444,-0.001473778,7.207391667,-0.009162863,7.111665746,-0.025233947,7.305308333,-0.013039073,13.115,19.135,16.53,13.56,12.875,11.42,3,3.66,5.06,3.045
0.44,1.602272727,1.145,0.144104803,1.31,-0.106870229,1.17,-0.393162393,0.71,0.267605634,0.9,109.556,0.182682829,129.57,0.29518407,167.817,-0.024955755,163.629,0.119227032,183.138,183.578,0.00240256,48,25,48,101.6804583,85.82264706,83.91944,84.8467619,81.7964963,73.40626061,67.06621256,70.97334454,70.24518214,60.06412658,122.3200651,-4.685779432,0.219290456,0.083208654,-0.756830337,-0.860949453,-16.66629901,-2.799104203,-6.749150182,-6.508570641,105.8920379,69.12159829,65.96491637,62.74039368,88.16564539,66.73791842,0.276707201,0.067787091,-0.610347046,-0.915903673,-3.477148078,-7.231745157,-382.9885635,-498.2267681,-373.9254516,-490.2396555,2.985992135,-27.4688617,-870.4285533,-435.1325486,-285.439276,-419.0082526,4.205622725,-30.52095744,7.059638297,1.045454545,0.67565446,7.156022222,-0.010693085,6.984419444,-0.006416148,6.919555249,-0.050876757,6.829825967,-0.018891474,7.026766017,-0.010734001,7.148730556,-0.030787172,7.050060942,-0.029344375,7.160202778,-0.007124481,7.127963687,-0.008513507,7.192836111,-0.006873963,13.07,19.21,13.41,10.75,9.74,11.685,3.265,4.89,6.905,5.525
0.52,0.923076923,1,0.03,1.03,0.572815534,1.62,-0.037037037,1.56,0,1.56,113.5,0.295154185,147,-0.040136054,141.1,0.061658398,149.8,-0.093457944,135.8,199.2,0.466863034,48,25,48,110.314225,95.52261702,91.63946667,91.8941619,85.32999259,76.36381212,75.99245374,70.59294894,61.75947879,35.3266386,-21.49846154,-3.481149466,-0.171458091,-0.138521636,-1.048651913,-0.863463976,-8.489781516,-2.203779178,-14.70459057,0.798445294,120.5782456,90.5361201,64.39999441,47.13815563,45.25189034,22.64528115,-0.225602752,-0.136474518,-0.791435406,-0.543059104,-1.41267896,0.511823906,-296.9844542,15.40947985,-358.0984279,-13.89446267,-4.829763766,-5.167320963,-571.1239504,15.40947985,-347.6683766,-8.576828809,-3.096002414,-3.312385233,7.082831596,2,0.755066079,7.118555556,-0.015581144,6.767516667,-0.001839903,7.02013649,-0.016375536,7.026577778,-0.016996196,6.966259669,-0.020814917,7.186708333,-0.010956259,7.023727778,0.001584198,7.213472222,-0.002666148,7.220128134,-0.004924988,7.285233333,-0.003540111,13.895,11.29,13.545,10.61,7.235,10.165,4.715,2.78,4.65,5.82
0.63,0.079365079,0.68,0.911764706,1.3,-0.030769231,1.26,0,1.26,0.134920635,1.43,111,0.248648649,138.6,0.074314574,148.9,0.046339825,155.8,0.223363286,190.6,211.5,0.109653725,48,25,48,101.2734324,85.47815686,79.72432,81.60508571,73.92105926,62.93558788,65.57507203,63.39705932,61.7274511,41.91745263,-19.3189426,-5.581580832,0.012170954,-0.047727327,-1.367240664,-0.933407771,-25.93377879,-2.317217803,-13.56183457,0.142566281,121.7165191,82.42937951,57.75082755,49.94887927,47.13536009,29.31290394,0.01858161,-0.048209421,-1.068156769,-0.740799818,-1.722838515,0.0996967,-322.7323107,-3.781500877,-406.1473882,-8.941622544,-1.664716575,-5.780480556,-512.273509,-5.561030701,-312.4210678,-7.096525828,-1.321203631,-4.042294095,6.993620291,1.26984127,0.905405405,7.043169444,-0.016124493,6.781969529,0.009349893,7.082019444,-0.025916148,7.043080556,-0.017330048,6.801584488,-0.0228406,7.111394444,-0.015914073,6.909601671,-0.000651244,7.085630556,-0.006332815,6.912813889,-0.002374827,7.164938889,-0.002166494,14.88,11.095,16.405,15.085,13.175,10.2575,5.2,1.165,2.43,2.085
0.62,0.596774194,0.99,1.237373737,2.215,0.214446953,2.69,0.018587361,2.74,-0.22810219,2.115,103.6664673,0.281429101,132.841228,0.229393232,163.3141067,-0.012663874,161.2459173,-0.013554113,159.060372,181.7518553,0.142659564,48,25,48,102.7082286,87.3902,81.33085714,79.5495625,70.89028125,63.37939024,87.65806024,60.833784,48.86278646,14.14470455,177.9932353,-5.481798797,-0.079984394,-0.789115224,-1.258304355,5.261425799,-24.75911655,-9.84516908,-7.439752402,0.281243749,101.0321207,49.64091264,28.90531346,23.56111161,25.06026117,6.687803568,-0.099359495,-0.492427597,-0.513070073,1.937910055,-4.055682422,0.132975768,-2114.51015,5.567149151,0.14136155,-42.11948574,-2.579527314,-1.547621719,-3410.500242,5.623382981,0.063820113,-15.65780139,-0.941433326,-0.731736038,6.56673731,2.411290323,0.753236702,7.01990625,-0.019990666,6.46375,-0.017756618,6.372314286,-0.031263474,6.527222222,-0.016831027,5.988566667,-0.004707476,6.761757576,0.02110238,6.0904,0.014837487,6.922580645,-0.013719856,6.528452381,0.014136446,6.992423077,-0.005408878,13.765,13.49,16.805,15.495,15.455,9.685,4.01,0.56,1.855,0.595
0.58,1.344827586,1.36,0.5625,2.125,-0.072941176,1.97,-0.38071066,1.22,0.237704918,1.51,105.5073067,0.313499261,138.5837693,0.147385706,159.009036,-0.037221528,153.0904767,0.119766231,171.425546,251.9991692,0.470021097,48,25,48,107.8740303,92.88625,87.27966667,84.77928571,76.84696552,67.558,61.95026866,39.9639759,66.82528302,25.44060317,195.7960938,-4.4340435,-0.324090608,-0.932165374,-1.012710947,-1.031530804,-52.09702765,-4.199877346,-38.29151314,-1.705958162,89.9790378,48.6538225,37.53209549,34.29340102,29.27763802,16.84808157,-0.334114029,-0.534958608,-0.494608521,-0.646727777,-3.076833221,-1.129773617,1270.218387,1.701194717,-0.203753299,-40.85193512,-12.21229234,0.443181233,2190.031702,1.250878469,-0.095883905,-20.7370229,-10.01007568,0.293497505,6.900167707,1.603448276,1.388452299,7.09990625,-0.034146274,6.881923077,-0.004805724,7.111619048,-0.184220004,7.344081081,-0.166214524,6.74744,-0.002368276,6.562612903,-0.008820848,6.816642857,-0.004997372,6.984,-0.010441576,6.393851852,-0.001021164,7.0596,-0.003689667,14.08,16.24,16.32,14.82,13.08,9.315,3.405,1.865,4.07,3
0.54,0.944444444,1.05,0.657142857,1.74,0.356321839,2.36,0.11440678,2.63,0.159695817,3.05,116.4423433,0.262959022,147.061908,0.058597599,155.6793827,0.004616788,156.3981213,-0.040656528,150.0395167,172.1589433,0.147424006,48,25,48,100.4949762,89.84527273,81.15721333,78.57898095,66.36948889,53.96719394,49.89830435,67.170572,50.79317329,30.83327719,150.4447134,-6.1739404,-0.74093112,-0.758989923,-1.794339327,-0.779473029,0.649869088,-28.23056131,-6.958209781,-0.318858703,102.0845451,56.3290186,32.37536043,22.86745506,23.65160986,10.10927121,-0.931988831,-0.544078798,-0.875287477,-0.31241404,-9.940338491,-0.104543837,-344.2083302,-282.677582,-357.1006653,-3.115898161,0.047216818,-0.048448976,-637.4228337,-269.2167448,-205.2302674,-1.320295831,0.017953163,-0.01588491,6.987505036,4.648148148,0.478490886,7.082188889,-0.016777182,6.880366667,-0.001793396,7.108372928,-0.040573233,6.883997214,-0.002002624,6.724083333,-0.001636641,7.045877437,-0.004133023,6.939702778,0.00295816,6.981494444,0.001566198,7.064516667,0.004996024,7.16445,0.003372752,13.93,13.3,17.23,11.445,8.705,10.105,4.365,0,3.815,3.905
0.47,0.617021277,0.76,0.710526316,1.3,0.923076923,2.5,-0.208,1.98,-0.025252525,1.93,113.244708,0.090602939,123.5050113,0.323890612,163.507125,-0.035180177,157.7549153,-0.042491849,151.0516173,189.019868,0.251359445,48,25,48,107.513975,94.2114902,85.28714667,84.3306,76.67591852,67.07321818,65.98842458,68.71561983,54.58460949,30.57325773,165.8036733,-5.696900171,-0.688506224,-0.329320688,-1.132879207,-0.853940023,0.761420958,-3.964463015,-5.705019295,-0.224299953,138.6782873,81.87436893,40.35574659,26.82928727,35.14865465,15.84106618,-1.119522316,-0.319728823,-0.596252214,-0.381223224,-2.027858319,-0.116217592,-331.6021104,3.806722835,-234.9395368,-10.65389079,-408.3514839,-13.31485208,-705.5364052,5.008845836,-180.7227206,-4.261556316,-206.2381232,-6.898887088,6.977320029,3.106382979,0.669127603,7.060863889,-0.02456027,6.823813889,-0.00487258,7.013127778,-0.007289592,6.993002786,-0.009859684,6.728735376,-0.010361944,7.018330556,-0.01156395,6.814933333,-0.003040629,7.110519444,0.006343803,7.022505556,-0.003207123,7.187367688,-0.009565818,13.95,12.35,16.38,14.985,11.12,9.37,4.535,0.255,1.94,3.065
